Umag,Ts,Ta,alphan,sigmat,theta,phi,panang,Cd
8.360704999999999927e+03,3.473548000000000116e+02,6.926798999999999751e+02,5.930185999999999513e-01,1.750315000000000065e-01,8.581607999999998349e-01,1.355468999999999979e-01,1.000000000000000000e+01,2.059188999999999936e+00
6.812252999999999702e+03,2.984318999999999846e+02,1.177094000000000051e+03,8.483070000000000332e-01,3.838740000000000208e-02,-1.166298999999999975e+00,7.457953000000000499e-01,9.000000000000000000e+01,1.911450000000000093e+00
7.218242000000000189e+03,1.267864000000000004e+02,7.703085999999998421e+02,2.436261000000000121e-01,4.930150999999999839e-01,-1.368800000000000017e-01,1.637865000000000015e-01,4.000000000000000000e+01,2.542130999999999919e+00
6.037442000000000007e+03,3.513276000000000181e+02,1.810593000000000075e+03,5.504419999999999868e-01,5.255001000000000255e-01,-2.720041999999999849e+00,-5.845949999999999758e-01,5.000000000000000000e+01,9.513391000000002151e-01
8.937931000000000495e+03,1.520922999999999945e+02,1.671621000000000095e+03,5.009951999999999739e-01,8.843976999999998423e-01,-2.167310000000000070e+00,1.570376999999999912e+00,6.000000000000000000e+01,4.354452000000000211e+00
6.522856999999999971e+03,1.281096000000000004e+02,1.298798000000000002e+03,2.839476000000000222e-01,5.094102000000000352e-01,-2.816224000000000061e+00,6.682561000000000195e-01,7.000000000000000000e+01,3.941905000000000214e+00
9.273341000000000349e+03,3.244386000000000081e+02,1.474635999999999967e+03,5.588855000000000350e-01,1.704418000000000044e-01,9.410137000000000362e-02,-1.414743000000000084e+00,9.000000000000000000e+01,3.028804000000000052e+00
5.731645000000000437e+03,3.902416000000000054e+02,1.664218000000000075e+03,1.799833000000000127e-01,2.067820999999999965e-01,1.521074000000000037e-01,-8.968367000000000422e-01,5.000000000000000000e+01,3.123505999999999894e+00
5.641626000000000204e+03,4.205171000000000276e+02,8.468088000000000193e+02,2.567600999999999911e-01,9.133887000000000533e-01,-1.748259999999999925e+00,-1.515328000000000008e+00,8.000000000000000000e+01,6.148443000000000325e+00
7.638720000000000255e+03,2.912060000000000173e+02,1.384886999999999944e+03,3.685772999999999966e-01,3.511139999999999817e-01,-1.620713000000000070e+00,1.122665000000000024e+00,5.000000000000000000e+01,3.385132000000000030e+00
9.358736000000000786e+03,2.891752999999999929e+02,1.454900000000000091e+03,5.327222999999999820e-01,7.866037999999998531e-01,-3.364373999999999976e-01,6.014424999999999910e-01,8.000000000000000000e+01,2.253661000000000136e+00
6.865386999999999716e+03,1.588035000000000139e+02,1.950174999999999955e+03,7.098811999999999900e-01,9.529598999999999709e-02,3.213738999999999901e-01,-8.684505999999998505e-01,4.000000000000000000e+01,2.397124999999999950e+00
7.853372999999998683e+03,1.670228999999999928e+02,1.919778000000000020e+03,5.302723999999999771e-01,5.212736999999999510e-01,5.192976999999999732e-01,-4.756371999999999822e-01,4.000000000000000000e+01,2.686215999999999937e+00
6.852048999999999978e+03,3.281899999999999977e+02,1.269900000000000091e+03,6.749268999999999963e-01,8.644762999999998643e-01,1.791506999999999961e+00,1.096033000000000035e+00,0.000000000000000000e+00,2.023622000000000032e+00
9.200305000000000291e+03,1.771248999999999967e+02,5.876983999999999924e+02,6.339806000000000052e-01,6.360204000000000413e-01,-1.534839000000000064e+00,9.555569000000000424e-01,1.000000000000000000e+01,1.907901999999999987e+00
8.461796000000000276e+03,4.322255000000000109e+02,8.165892000000000053e+02,8.756460999999999828e-01,1.518704999999999916e-01,-1.924909999999999899e+00,1.476528000000000063e+00,9.000000000000000000e+01,4.040509000000000128e+00
8.038929000000000087e+03,2.337823999999999955e+02,1.391885999999999967e+03,4.055555000000000132e-01,6.825641999999999543e-01,1.296359000000000039e+00,-1.191267999999999994e+00,3.000000000000000000e+01,3.056127000000000038e+00
5.718139000000000124e+03,4.715724999999999909e+02,6.450582000000000562e+02,7.450451000000000157e-01,1.850848999999999966e-01,8.800746000000000402e-01,-2.821719999999999784e-01,6.000000000000000000e+01,1.936139999999999972e+00
8.567143000000000029e+03,2.498843999999999994e+02,1.561621000000000095e+03,8.771358000000000210e-01,5.016701000000000077e-01,1.997502000000000111e+00,-4.767596000000000056e-01,5.000000000000000000e+01,9.743458999999999870e-01
6.170905999999999949e+03,4.660729999999999791e+02,6.368152999999999793e+02,2.443596000000000101e-01,8.047853000000000367e-01,1.530524999999999913e+00,-1.545307999999999904e+00,1.000000000000000000e+01,2.106621000000000077e+00
9.131745000000000800e+03,2.088772999999999911e+02,2.209688999999999908e+02,9.368543000000000287e-01,6.324611999999999457e-01,2.717356999999999800e+00,3.871306999999999943e-01,1.000000000000000000e+01,2.299560000000000048e+00
7.342559000000000196e+03,1.320257000000000005e+02,1.104863000000000056e+03,9.775097999999999843e-01,1.306142999999999887e-01,4.970529000000000197e-01,1.207588000000000106e+00,2.000000000000000000e+01,1.047517999999999949e+00
7.604128999999999905e+03,3.720233999999999810e+02,1.928500000000000000e+03,1.377828000000000108e-01,6.022958999999999952e-01,2.523901000000000061e-01,7.191028999999999893e-01,4.000000000000000000e+01,2.084699000000000080e+00
8.048704999999999927e+03,1.072629000000000019e+02,1.103891000000000076e+03,1.346980999999999873e-01,5.295488000000000417e-01,1.855925000000000047e+00,5.917940000000000422e-01,2.000000000000000000e+01,2.387242999999999782e+00
5.679358000000000175e+03,4.374562999999999988e+02,9.888164000000000442e+02,9.049133000000000315e-01,7.061112000000000499e-01,5.414385999999999921e-01,-7.253368999999998401e-01,4.000000000000000000e+01,2.376435999999999993e+00
7.455480999999997948e+03,1.864228999999999985e+02,8.608064000000000533e+02,2.132706000000000046e-01,2.804517000000000260e-01,1.437005000000000088e+00,3.951521000000000061e-01,2.000000000000000000e+01,2.319675000000000153e+00
6.568501000000000204e+03,1.592700000000000102e+02,1.276067999999999984e+03,5.219367999999999785e-01,2.542029000000000094e-01,1.293883999999999868e-01,-3.410055000000000169e-01,3.000000000000000000e+01,2.827288999999999941e+00
7.679131000000000313e+03,3.771727999999999952e+02,1.904035000000000082e+03,4.648323999999999789e-01,5.445392999999999761e-02,-1.330824999999999925e+00,-8.368657999999999930e-01,1.000000000000000000e+01,1.373903000000000096e+00
8.370694999999997890e+03,3.357046000000000276e+02,8.358819999999998345e+02,9.071143999999999874e-01,9.545426999999999662e-01,2.004558999999999980e+00,-1.474844000000000044e+00,8.000000000000000000e+01,3.900215999999999905e+00
6.339356999999999971e+03,1.882829999999999870e+02,1.102898999999999887e+03,9.498128000000000126e-01,2.818056999999999923e-01,1.146630999999999956e+00,1.191340999999999983e+00,7.000000000000000000e+01,2.608986999999999945e+00
7.986033999999998741e+03,2.311611000000000047e+02,1.662654999999999973e+03,7.825269000000000252e-01,7.254300000000000193e-01,-6.293026000000000453e-01,-5.524162999999999712e-01,2.000000000000000000e+01,2.413435000000000219e+00
7.449751000000000204e+03,3.242022000000000048e+02,5.313782999999999674e+02,3.247515000000000263e-01,4.643391000000000046e-01,1.844748000000000054e+00,-7.158352000000000048e-01,6.000000000000000000e+01,2.057672999999999863e+00
8.774793999999999869e+03,1.463198999999999899e+02,1.023013000000000034e+03,2.105723999999999929e-01,4.189926999999999957e-01,-1.361655000000000060e+00,-3.562239999999999851e-01,8.000000000000000000e+01,2.585517999999999983e+00
5.871847999999999956e+03,2.407737999999999943e+02,1.713069999999999936e+03,3.307187999999999795e-01,7.741369999999998530e-01,5.271980000000000555e-01,1.263649999999999940e+00,6.000000000000000000e+01,3.065437000000000189e+00
6.404056999999999789e+03,3.903836999999999762e+02,1.754680000000000064e+03,2.720680999999999794e-01,3.246550999999999743e-01,1.754046999999999912e+00,-7.489590000000000414e-01,9.000000000000000000e+01,2.913695000000000146e+00
8.571493000000000393e+03,3.754979999999999905e+02,1.444550999999999931e+03,5.258395999999999626e-01,8.015288000000000412e-01,6.568224000000000284e-01,1.516329000000000038e+00,2.000000000000000000e+01,2.210195999999999827e+00
5.884324999999999818e+03,3.998614000000000033e+02,7.229971000000000458e+02,2.156407999999999936e-01,9.828409000000000173e-01,2.044960999999999807e+00,4.211175999999999808e-01,1.000000000000000000e+01,3.061043999999999876e+00
8.582115999999999985e+03,3.671114999999999782e+02,1.445874000000000024e+03,8.632277999999999896e-01,5.184269000000000238e-01,-2.485899000000000025e-01,5.526396999999999560e-01,1.000000000000000000e+01,1.890268999999999977e+00
7.239707000000000335e+03,1.687553000000000054e+02,1.860347999999999956e+03,9.838171999999999473e-01,5.429825000000000346e-01,-2.597766000000000020e+00,2.137506000000000128e-01,6.000000000000000000e+01,2.295990999999999893e+00
6.108148000000000138e+03,2.666596999999999866e+02,1.131673000000000002e+03,2.169857000000000036e-01,8.611330999999999847e-01,8.190782000000000618e-02,1.228269000000000055e+00,3.000000000000000000e+01,2.520594000000000001e+00
6.598554000000000087e+03,1.235405999999999977e+02,1.559656999999999925e+03,8.701565999999998358e-01,8.148020000000000262e-01,1.596891000000000060e+00,-4.082281999999999855e-01,6.000000000000000000e+01,2.494022000000000183e+00
9.120733000000000175e+03,1.336288000000000125e+02,4.930457000000000107e+02,8.058669999999998335e-02,3.245282999999999918e-01,1.635381999999999891e+00,-1.434112000000000053e+00,8.000000000000000000e+01,6.645935999999999844e+00
6.140511000000000422e+03,1.164586000000000041e+02,6.987972999999999502e+02,9.029757000000000478e-01,8.588229000000000002e-02,1.229376999999999942e+00,-2.739124999999999893e-02,2.000000000000000000e+01,1.917423000000000100e+00
7.285127000000000407e+03,3.357687999999999988e+02,3.132162999999999897e+02,4.679132999999999765e-01,8.945697999999998595e-01,-2.280386000000000024e+00,1.272250000000000103e+00,5.000000000000000000e+01,4.071811000000000291e+00
8.660617000000000189e+03,4.401829000000000178e+02,1.602696999999999889e+03,7.159780000000000033e-01,3.698699999999999766e-01,1.172954999999999970e+00,1.459750000000000103e+00,0.000000000000000000e+00,1.320063999999999904e+00
8.088773000000000138e+03,3.184354000000000156e+02,2.189654999999999916e+02,8.956990000000000229e-01,6.619885999999999826e-02,2.557351999999999848e+00,3.166349999999999998e-01,5.000000000000000000e+01,1.393172999999999995e+00
9.296632999999999811e+03,3.994737000000000080e+02,9.366290000000000191e+02,7.462471999999999994e-01,9.681963000000000097e-01,2.717112999999999889e+00,4.476261999999999741e-01,8.000000000000000000e+01,1.669408000000000003e+00
7.454561999999999898e+03,1.447302999999999997e+02,1.670967000000000098e+03,3.774557000000000051e-01,2.088998999999999995e-01,-1.826400000000000023e+00,2.566341999999999790e-01,0.000000000000000000e+00,2.428239000000000036e+00
6.170505000000000109e+03,1.125452999999999975e+02,6.164216000000000122e+02,1.647064000000000028e-01,8.291197000000000150e-01,2.687764000000000042e+00,-1.529771999999999910e+00,7.000000000000000000e+01,3.596087999999999951e+00
7.898429000000000087e+03,3.465905000000000200e+02,1.151309999999999945e+03,1.517679000000000111e-01,8.129543999999998549e-01,2.340123999999999871e+00,-2.701790000000000025e-01,6.000000000000000000e+01,2.052481000000000222e+00
5.607203999999999724e+03,2.870439999999999827e+02,1.478494999999999891e+03,2.385674999999999879e-01,7.200564000000000409e-01,-1.277686000000000099e+00,-9.873480999999999508e-01,5.000000000000000000e+01,3.850422000000000011e+00
8.970131999999997788e+03,4.323480999999999881e+02,1.665192000000000007e+03,5.771553000000000377e-01,8.656831999999999860e-01,2.422520000000000007e+00,-1.346649999999999903e+00,1.000000000000000000e+01,1.686274999999999968e+00
7.473274999999998727e+03,3.905960999999999785e+02,9.782799000000001115e+02,5.569768000000000496e-01,5.735970999999999709e-01,-2.319643999999999817e+00,4.766773999999999734e-01,0.000000000000000000e+00,2.163984999999999825e+00
7.504585000000000036e+03,1.777149000000000001e+02,1.424028999999999996e+03,8.504190999999999834e-01,4.562005000000000088e-01,-6.750142000000000087e-01,-2.047192999999999929e-01,5.000000000000000000e+01,2.038351000000000024e+00
8.941525999999999840e+03,2.275917000000000030e+02,3.235971000000000117e+02,8.631176999999999877e-01,5.912768000000000468e-01,-3.010383999999999838e-01,2.994487000000000121e-01,7.000000000000000000e+01,1.986377000000000059e+00
7.437130000000000109e+03,1.328567999999999927e+02,1.832694999999999936e+03,2.423106999999999900e-01,7.040397000000000460e-01,8.481794999999998641e-01,2.332300999999999958e-01,2.000000000000000000e+01,2.500220000000000109e+00
8.320505999999997584e+03,4.749399000000000228e+02,1.761454999999999927e+03,6.547813999999999579e-01,7.639685000000000503e-01,-1.575518999999999892e+00,5.942944000000000004e-01,2.000000000000000000e+01,2.320272000000000112e+00
8.282070999999999913e+03,3.723390999999999735e+02,1.768644999999999982e+03,4.252419000000000060e-01,2.200571000000000055e-01,-2.781207999999999902e+00,1.110011000000000081e+00,7.000000000000000000e+01,3.864609999999999879e+00
5.762800000000000182e+03,3.766181000000000267e+02,1.591996000000000095e+03,6.165068999999999688e-01,1.576384000000000118e-01,-3.429312999999999945e-01,1.910689000000000137e-01,2.000000000000000000e+01,2.340524999999999967e+00
6.773591000000000349e+03,1.462300999999999931e+02,1.248250999999999976e+03,5.784820999999999991e-01,5.411749999999999616e-01,2.442540000000000155e+00,-3.094241999999999826e-01,8.000000000000000000e+01,9.884788000000002128e-01
5.511523000000000138e+03,2.175766999999999882e+02,1.473667999999999893e+03,9.484240000000000448e-01,4.408312999999999815e-01,-2.602764000000000078e+00,2.986089000000000104e-01,2.000000000000000000e+01,2.290526999999999980e+00
6.023288999999999760e+03,3.310978999999999814e+02,5.052171000000000163e+02,2.327849999999999919e-01,1.174480999999999963e-02,1.592881999999999909e+00,7.220022999999999858e-01,3.000000000000000000e+01,1.474981000000000098e+00
7.699114999999997963e+03,1.217168000000000063e+02,7.462776000000000067e+02,7.136234999999999662e-01,3.077057999999999738e-01,1.159439000000000108e+00,-9.187361999999999265e-03,4.000000000000000000e+01,2.130456999999999823e+00
5.555213999999999942e+03,3.998407000000000266e+02,9.246218999999999824e+02,9.458727999999999581e-01,5.532996000000000025e-01,-1.086176000000000030e+00,-8.600791000000000686e-02,6.000000000000000000e+01,1.989341999999999944e+00
5.932574999999999818e+03,3.464402999999999793e+02,1.250000999999999976e+03,5.011872000000000549e-01,6.770182000000000144e-01,-2.838111000000000050e+00,1.560516000000000014e+00,0.000000000000000000e+00,2.449352999999999891e+00
6.694360999999999876e+03,2.100971999999999866e+02,9.407088999999999714e+02,5.210160000000000347e-01,8.006229999999998626e-01,-2.187835000000000196e+00,2.977792000000000217e-01,8.000000000000000000e+01,1.230939999999999923e+00
6.263929000000000087e+03,1.283490999999999929e+02,9.784231999999999516e+02,9.994081999999999688e-01,5.334176999999999946e-01,3.240214000000000288e-02,-8.397035000000000471e-01,9.000000000000000000e+01,1.602767999999999970e+00
6.966297999999999774e+03,1.303522000000000105e+02,1.422106999999999971e+03,3.537049999999999916e-01,9.216202999999999479e-01,3.600669000000000231e-01,4.757358999999999893e-01,3.000000000000000000e+01,2.512000000000000011e+00
8.310953999999997905e+03,2.946508000000000038e+02,1.605422000000000025e+03,8.128822999999998355e-01,2.590604000000000240e-01,3.749314999999999731e-01,4.778982999999999842e-02,2.000000000000000000e+01,2.254351000000000216e+00
6.867038999999999760e+03,4.180917999999999779e+02,7.683826000000000249e+02,7.106635000000000035e-01,7.156527999999999778e-01,6.206747999999999710e-01,2.422242000000000006e-01,5.000000000000000000e+01,2.138071000000000055e+00
6.204556999999999789e+03,2.445971000000000117e+02,4.214177000000000248e+02,5.393548000000000231e-01,2.698110000000000092e-02,1.465764999999999985e+00,1.086201999999999890e+00,2.000000000000000000e+01,1.211708999999999925e+00
6.896719000000000051e+03,2.941159000000000106e+02,1.727884000000000015e+03,1.147511999999999976e-01,8.361210999999998394e-01,6.416405999999999499e-02,3.862585000000000046e-01,2.000000000000000000e+01,2.881152999999999853e+00
9.180406999999999243e+03,1.896569000000000074e+02,5.204933999999999514e+02,1.862339000000000078e-01,3.577132000000000089e-01,-2.449189999999999978e-01,1.188347999999999960e+00,1.000000000000000000e+01,1.725065000000000071e+00
6.898853000000000065e+03,3.965568000000000097e+02,8.523336000000000467e+02,1.602485999999999911e-01,2.020270999999999872e-01,2.018546000000000173e+00,6.499279000000000028e-01,3.000000000000000000e+01,2.525357000000000074e+00
8.899270000000000437e+03,2.351219000000000108e+02,1.362388999999999896e+03,5.437739000000000322e-01,5.958031999999999773e-01,-2.207768999999999870e+00,-1.496995000000000131e-01,9.000000000000000000e+01,7.914887999999999924e-01
6.873845999999999549e+03,1.984590000000000032e+02,1.766428000000000111e+03,6.339274999999999771e-01,6.585541999999999785e-01,-1.713249999999999940e+00,-5.329736999999999947e-01,2.000000000000000000e+01,2.264537999999999940e+00
7.565595999999998639e+03,3.652654999999999745e+02,6.995135000000000218e+02,8.926193000000000322e-02,8.689487000000000183e-01,2.059515999999999902e+00,1.227851000000000026e+00,6.000000000000000000e+01,5.316908999999999885e+00
7.745595000000000255e+03,3.624529999999999745e+02,1.954226000000000113e+03,9.069614000000000287e-01,1.000235000000000013e-01,2.918131999999999948e+00,-3.860960999999999976e-01,2.000000000000000000e+01,1.379609000000000085e+00
7.357203999999998814e+03,4.023378000000000156e+02,2.428243999999999971e+02,6.413990999999999998e-01,9.365737999999999841e-02,-2.357709999999999972e+00,-1.078286999999999995e-01,5.000000000000000000e+01,9.285851000000000521e-01
7.607578999999998814e+03,1.718874999999999886e+02,1.340914999999999964e+03,2.058012999999999926e-01,1.706369000000000080e-01,5.785432000000000352e-01,7.572687999999998254e-02,6.000000000000000000e+01,2.084874999999999812e+00
8.791213999999999942e+03,3.786847999999999956e+02,7.280078999999998359e+02,9.868970999999999716e-01,3.155956999999999790e-01,-1.218750000000000000e+00,6.831097000000000419e-01,3.000000000000000000e+01,1.229592999999999936e+00
5.911333999999999833e+03,3.574331999999999994e+02,1.087846000000000004e+03,4.489502000000000215e-01,2.305396999999999863e-01,2.280269000000000101e+00,-9.391541000000002137e-01,5.000000000000000000e+01,1.110233000000000025e+00
6.364751000000000204e+03,2.729970000000000141e+02,1.121547000000000025e+03,8.338841999999998533e-01,5.803192000000000350e-01,4.826232999999999773e-01,8.759353000000000278e-02,2.000000000000000000e+01,2.281519999999999992e+00
7.947608000000000175e+03,2.244739999999999895e+02,1.951234999999999900e+03,3.053931999999999758e-01,5.582934999999999981e-02,1.731659999999999977e+00,1.830218999999999874e-01,1.000000000000000000e+01,2.409393000000000118e+00
7.159764000000000124e+03,3.640230000000000246e+02,4.856080999999999790e+02,6.135178000000000020e-01,3.805174000000000056e-01,1.766415000000000068e+00,-1.524118999999999891e-01,6.000000000000000000e+01,2.264137999999999984e+00
6.414801000000000386e+03,3.013677999999999884e+02,1.738571999999999889e+03,3.220887000000000056e-01,5.902880999999999823e-01,2.672178999999999860e+00,-3.676436000000000287e-02,5.000000000000000000e+01,1.792022000000000004e+00
5.815882999999999811e+03,1.476967999999999961e+02,8.420662999999998419e+02,6.460559000000000163e-01,9.844931999999999572e-01,2.072424999999999962e+00,-5.853224999999999678e-01,4.000000000000000000e+01,1.977414000000000005e+00
8.580333000000000538e+03,1.829341000000000008e+02,1.143027000000000044e+03,8.280402000000000040e-01,4.707496999999999931e-01,2.467954000000000203e+00,-1.361879000000000062e+00,5.000000000000000000e+01,1.861976999999999993e+00
8.097595999999998639e+03,2.097478000000000122e+02,1.041635999999999967e+03,7.082745999999999764e-01,7.999857999999998581e-04,2.284764000000000017e+00,8.040237999999998164e-02,7.000000000000000000e+01,1.819194999999999895e+00
8.316675999999997657e+03,1.133721000000000032e+02,8.296295000000000073e+02,9.725916999999999479e-01,3.037737999999999827e-01,2.501657999999999937e+00,-1.115924999999999973e-01,1.000000000000000000e+01,1.821390000000000065e+00
7.184771999999999935e+03,3.366578999999999837e+02,1.123547000000000025e+03,4.699948999999999932e-01,4.851089000000000095e-01,7.069706000000000046e-01,-4.268956999999999891e-01,8.000000000000000000e+01,2.226214000000000137e+00
8.059239999999997963e+03,1.277558999999999969e+02,1.383015000000000100e+03,7.246472000000000468e-01,4.715465999999999824e-01,-1.137555000000000094e+00,-1.531485999999999903e+00,9.000000000000000000e+01,4.544857000000000369e+00
8.751359000000000378e+03,1.598077999999999861e+02,7.995172000000000025e+02,3.237648000000000192e-01,9.086385999999999630e-01,1.745786999999999978e+00,-4.348989999999999800e-01,6.000000000000000000e+01,2.762693000000000065e+00
7.108622000000000298e+03,3.625851999999999862e+02,1.281278999999999996e+03,8.239921000000000051e-01,5.219622999999999902e-01,1.252124999999999932e+00,7.589599999999998570e-01,1.000000000000000000e+01,1.764367999999999936e+00
6.421737000000000080e+03,1.003332000000000050e+02,1.384934999999999945e+03,8.241325999999999929e-01,7.514193999999998486e-01,1.912581000000000087e+00,9.187670000000000003e-01,3.000000000000000000e+01,2.797229000000000187e+00
7.208537000000000262e+03,4.408697999999999979e+02,1.165704999999999927e+03,1.117477000000000054e-01,1.041981000000000018e-01,1.345517000000000074e+00,-7.424363000000000490e-01,1.000000000000000000e+01,1.623097000000000012e+00
6.808716999999999643e+03,2.300589999999999975e+02,1.173769000000000005e+03,6.129748999999999892e-01,8.410117000000000287e-01,-8.894552000000000014e-02,-1.333193999999999990e+00,8.000000000000000000e+01,3.078540999999999972e+00
7.279706000000000131e+03,2.973421999999999912e+02,1.495609999999999900e+03,6.734949000000000074e-01,6.905084000000000222e-01,-8.088499999999998469e-01,1.114373000000000058e+00,4.000000000000000000e+01,2.164276999999999784e+00
6.774514000000000124e+03,4.867293999999999983e+02,1.466436999999999898e+03,8.326793999999998475e-01,6.668775000000000119e-01,-9.534631000000000078e-01,8.736606000000000094e-01,3.000000000000000000e+01,1.715845000000000065e+00
6.922734000000000378e+03,4.749918999999999869e+02,1.034590999999999894e+03,8.265917999999999877e-01,5.343453000000000230e-01,-1.978024000000000004e+00,-9.729752999999999874e-01,3.000000000000000000e+01,1.567361000000000004e+00
7.160381999999999607e+03,1.132004000000000019e+02,7.295902999999998428e+02,8.145025999999998545e-01,8.221110000000000362e-01,2.280047000000000157e+00,1.395339000000000107e+00,7.000000000000000000e+01,4.183778000000000219e+00
8.821385000000000218e+03,2.617563999999999851e+02,1.165701000000000022e+03,1.869864999999999999e-01,4.067908000000000079e-01,-5.571585999999999483e-01,-1.558829999999999938e+00,3.000000000000000000e+01,2.338506000000000196e+00
7.446207999999998719e+03,1.913695999999999913e+02,2.818537000000000035e+02,9.021019999999999595e-01,3.702180999999999944e-01,8.235485999999998530e-01,-1.531568999999999958e+00,3.000000000000000000e+01,1.880500000000000060e+00
7.050738999999999578e+03,2.094234999999999900e+02,7.517975000000000136e+02,8.249746999999998387e-01,2.561054999999999859e-01,-1.490567999999999893e+00,-1.327228999999999992e+00,3.000000000000000000e+01,1.949618000000000073e+00
8.034198999999998705e+03,3.048296000000000276e+02,1.461008000000000038e+03,3.886611999999999845e-01,8.235639000000000154e-01,1.570262000000000047e+00,4.409509999999999819e-01,0.000000000000000000e+00,2.756653000000000020e+00
9.372034999999999854e+03,3.666204999999999927e+02,1.387710000000000036e+03,6.111879999999999535e-01,6.194464999999999694e-02,-7.868026999999998550e-01,8.366120999999999974e-02,2.000000000000000000e+01,2.062736000000000125e+00
5.519979999999999563e+03,4.206689999999999827e+02,3.284732999999999947e+02,1.369962999999999875e-01,4.553060999999999914e-02,-8.471551999999999971e-01,7.775824000000000069e-01,1.000000000000000000e+01,1.296243000000000034e+00
6.678662999999999556e+03,3.479657000000000266e+02,3.444694999999999823e+02,3.052920000000000078e-01,5.567301999999999529e-01,-2.970181000000000182e+00,3.932043000000000066e-01,9.000000000000000000e+01,1.548264000000000085e+00
7.297033000000000357e+03,1.639259000000000128e+02,1.275636999999999944e+03,7.553678000000000337e-01,8.326698000000000155e-01,-2.312850000000000072e+00,9.482762999999999609e-01,5.000000000000000000e+01,3.131263000000000130e+00
6.263635000000000218e+03,3.283967999999999847e+02,4.272789000000000215e+02,2.647476000000000274e-01,7.377095999999998543e-01,2.284256000000000064e+00,3.596044999999999936e-01,0.000000000000000000e+00,2.587183000000000010e+00
6.173337999999999738e+03,3.866254000000000133e+02,1.360946999999999889e+03,9.075423000000000240e-01,6.652555999999999470e-01,2.724566999999999961e+00,-1.284200000000000064e-01,5.000000000000000000e+01,1.373010000000000064e+00
6.649463999999999942e+03,4.749227000000000203e+02,1.981713999999999942e+03,4.457206000000000223e-01,2.298728999999999911e-01,1.058955000000000091e+00,-8.466069999999999984e-01,2.000000000000000000e+01,2.042841999999999825e+00
6.045685999999999694e+03,2.917787999999999897e+02,5.860262000000000171e+02,5.368420000000000414e-01,1.900981999999999950e-01,-1.908184000000000102e+00,-1.374498999999999915e+00,2.000000000000000000e+01,1.541360999999999981e+00
7.429618000000000393e+03,3.241027000000000271e+02,3.806313000000000102e+02,1.120901000000000015e-02,2.278118000000000157e-02,-8.105843000000000353e-01,-7.550972000000000239e-01,4.000000000000000000e+01,2.699737999999999971e+00
8.333817999999999302e+03,4.270880999999999972e+02,4.488127999999999815e+02,2.971900000000000097e-01,2.477995000000000059e-01,2.326557999999999904e+00,-8.411781999999999870e-01,9.000000000000000000e+01,2.466213999999999906e+00
9.084589000000001761e+03,1.169788000000000068e+02,2.943260000000000218e+02,4.558290999999999905e-03,5.321816000000000324e-01,1.168380999999999892e+00,1.405259000000000036e+00,5.000000000000000000e+01,3.913864999999999927e+00
6.219671999999999571e+03,4.697513000000000147e+02,8.873296000000000276e+02,2.764750000000000263e-01,1.327798000000000034e-01,1.667828000000000088e+00,-1.782587999999999950e-01,0.000000000000000000e+00,2.485053000000000178e+00
6.274228000000000065e+03,1.599901999999999873e+02,1.949002999999999929e+03,7.118858999999999604e-01,2.656800000000000272e-01,1.043608000000000091e+00,6.566494000000000497e-01,6.000000000000000000e+01,1.705702000000000051e+00
7.312007999999999811e+03,3.398249999999999886e+02,1.259319999999999936e+03,2.150127000000000010e-01,1.784436000000000078e-01,-2.400434000000000179e+00,1.102241999999999944e+00,8.000000000000000000e+01,3.423251000000000044e+00
9.231306000000000495e+03,2.562640000000000100e+02,1.039284000000000106e+03,7.386392000000000513e-01,5.058766999999999570e-01,-1.478758999999999935e+00,-1.354459000000000080e+00,8.000000000000000000e+01,5.011199999999999655e+00
7.819141999999999825e+03,3.979239000000000033e+02,3.920387999999999806e+02,1.546635000000000024e-02,6.931798999999999600e-02,-6.738676000000000110e-01,4.377529000000000142e-02,7.000000000000000000e+01,2.161709999999999798e+00
9.338022999999999229e+03,2.143613000000000000e+02,9.723090999999999440e+02,4.341951000000000005e-01,6.023032000000000385e-01,1.597607999999999917e+00,-4.524676000000000253e-01,3.000000000000000000e+01,2.339510999999999896e+00
6.264625000000000000e+03,2.226483000000000061e+02,1.237421000000000049e+03,1.605054999999999954e-01,3.675878000000000201e-01,-2.235771000000000175e+00,1.214231000000000060e-01,7.000000000000000000e+01,2.757505999999999791e+00
9.371602000000000771e+03,4.504169999999999732e+02,6.137586000000000013e+02,8.462970000000000215e-02,3.210952999999999724e-02,1.928139999999999965e+00,5.084258999999999862e-01,5.000000000000000000e+01,1.868184999999999985e+00
6.493243000000000393e+03,2.253755999999999915e+02,1.725058999999999969e+03,4.506468000000000140e-01,5.873983000000000398e-01,-2.720366999999999980e+00,6.647271000000000152e-01,9.000000000000000000e+01,1.262545000000000028e+00
8.602772000000000844e+03,4.972103999999999928e+02,5.873117999999999483e+02,7.088157999999999959e-02,6.920015000000000471e-01,1.635815000000000019e+00,-9.372200000000000530e-01,2.000000000000000000e+01,2.291980000000000128e+00
6.317368999999999687e+03,4.337567000000000235e+02,1.098471999999999980e+03,5.935443999999999720e-01,9.270538000000000389e-02,-1.756561999999999957e+00,-1.068303000000000003e+00,8.000000000000000000e+01,3.565449999999999786e+00
6.444224000000000160e+03,3.975993000000000279e+02,1.666248000000000047e+03,9.688936999999999689e-01,1.275811000000000028e-01,7.187422999999999451e-01,8.251758999999998512e-01,2.000000000000000000e+01,8.790480999999999989e-01
